time,values,Mode,Median,50percentile,37percentile
14:16.2,11,,,,
14:17.1,10,,,,
14:18.1,9,,,,
14:19.0,10,,,,
14:19.1,9,,,,
14:19.7,8,,,,
14:20.3,7,,,,
14:20.8,6,,,,
14:21.0,7,,,,
14:21.1,6,,,,
14:22.5,5,,,,
14:22.8,6,,,,
14:23.0,5,,,,
14:23.3,6,,,,
14:23.6,7,,,,
14:24.2,8,,,,
14:24.5,9,,,,
14:24.6,10,,,,
14:24.8,9,,,,
14:24.9,10,,,,
14:26.9,11,,,,
14:27.4,12,,,,
14:27.9,13,,,,
14:28.5,12,,,,
14:29.6,11,,,,
14:30.3,10,,,,
14:30.5,9,,,,
14:30.5,8,,,,
14:30.9,9,,,,
14:31.0,10,,,,
14:31.7,9,,,,
14:31.8,10,,,,
14:32.4,9,,,,
14:33.6,10,,,,
14:33.8,11,,,,
14:35.8,10,,,,
14:36.1,11,,,,
14:36.2,12,,,,
14:36.2,13,,,,
14:36.7,14,,,,
14:37.9,15,,,,
14:38.2,14,,,,
14:38.5,13,,,,
14:38.8,14,,,,
14:39.5,15,,,,
14:40.2,14,,,,
14:40.4,13,,,,
14:40.4,12,,,,
14:40.4,11,,,,
14:40.6,12,,,,
14:40.7,13,,,,
14:41.9,12,,,,
14:42.8,11,,,,
14:42.8,10,,,,
14:43.1,11,,,,
14:43.5,10,,,,
14:44.4,9,,,,
14:45.1,8,,,,
14:45.8,9,,,,
14:45.9,10,,,,
14:46.2,11,,,,
14:46.8,10,,,,
14:47.0,9,,,,
14:47.2,10,,,,
14:47.5,11,,,,
14:47.6,12,,,,
14:49.7,11,,,,
14:50.0,10,,,,
14:51.6,11,,,,
14:51.7,10,,,,
14:52.1,11,,,,
14:52.5,10,,,,
14:52.8,9,,,,
14:54.1,8,,,,
14:54.5,9,,,,
14:55.9,8,,,,
14:56.8,9,,,,
14:57.0,8,,,,
14:57.2,7,,,,
14:57.5,6,,,,
14:57.5,7,,,,
14:58.4,8,,,,
14:59.2,9,,,,
14:59.8,10,,,,
15:00.0,11,,,,
15:00.4,10,,,,
15:00.7,11,,,,
15:01.9,10,,,,
15:04.9,9,,,,
15:05.4,8,,,,
15:05.4,9,,,,
15:06.5,8,,,,
15:07.1,7,,,,
15:07.5,6,,,,
15:07.8,7,,,,
15:08.1,6,,,,
15:08.5,7,,,,
15:09.3,6,,,,
15:12.4,7,,,,
15:12.9,6,,,,
15:13.4,7,,,,
15:14.2,6,,,,
15:16.2,7,,,,
15:19.1,6,,,,
15:19.9,5,,,,
15:21.2,6,,,,
15:21.3,7,,,,
15:21.4,6,,,,
15:21.5,7,,,,
15:21.5,6,,,,
15:21.9,7,,,,
15:22.3,6,,,,
15:22.3,7,,,,
15:22.6,8,,,,
15:23.0,9,,,,
15:23.2,10,,,,
15:24.6,9,,,,
15:25.3,10,,,,
15:28.2,11,,,,
15:31.9,10,,,,
15:32.3,9,,,,
15:32.6,8,,,,
15:34.4,7,,,,
15:34.8,6,,,,
15:35.0,7,,,,
15:35.3,6,,,,
15:35.5,5,,,,
15:36.5,4,,,,
15:37.4,5,,,,
15:38.3,6,,,,
15:38.4,5,,,,
15:39.4,6,,,,
15:39.6,5,,,,
15:43.3,4,,,,
15:44.8,5,,,,
15:46.5,4,,,,
15:47.1,3,,,,
15:47.7,4,,,,
15:49.3,5,,,,
15:50.0,4,,,,
15:50.4,5,,,,
15:51.6,4,,,,
15:51.9,5,,,,
15:52.9,6,,,,
15:53.1,7,,,,
15:53.3,8,,,,
15:57.5,9,,,,
15:57.6,10,,,,
15:58.7,9,,,,
15:59.1,8,,,,
15:59.7,9,,,,
16:00.1,10,,,,
16:00.9,9,,,,
16:01.9,8,,,,
16:02.2,7,,,,
16:02.3,8,,,,
16:02.6,7,,,,
16:04.0,8,,,,
16:04.5,7,,,,
16:05.1,6,,,,
16:06.7,7,,,,
16:07.7,6,,,,
16:08.1,7,,,,
16:10.1,6,,,,
16:11.1,7,,,,
16:12.1,8,,,,
16:12.2,7,,,,
16:14.2,8,,,,
16:14.6,7,,,,
16:15.6,6,,,,
16:15.7,7,,,,
16:16.1,6,,,,
16:17.2,5,,,,
16:17.6,6,,,,
16:20.1,7,,,,
16:21.0,6,,,,
16:21.1,7,,,,
16:21.2,6,,,,
16:22.6,7,,,,
16:26.2,6,,,,
16:27.2,5,,,,
16:27.3,4,,,,
16:28.9,5,,,,
16:28.9,6,,,,
16:29.6,7,,,,
16:29.9,6,,,,
16:30.0,7,,,,
16:30.6,6,,,,
16:31.7,7,,,,
16:32.2,8,,,,
16:33.2,7,,,,
16:33.8,8,,,,
16:35.0,9,,,,
16:35.1,10,,,,
16:36.9,11,,,,
16:37.3,10,,,,
16:37.6,9,,,,
16:38.5,10,,,,
16:38.6,11,,,,
16:38.8,10,,,,
16:40.3,11,,,,
16:40.7,12,,,,
16:40.9,11,,,,
16:41.0,10,,,,
16:41.7,11,,,,
16:41.8,12,,,,
16:42.8,11,,,,
16:43.0,12,,,,
16:44.2,11,,,,
16:44.2,12,,,,
16:44.8,13,,,,
16:44.9,14,,,,
16:45.0,13,,,,
16:46.6,14,,,,
16:46.6,15,,,,
16:47.2,16,,,,
16:47.2,17,,,,
16:47.5,16,,,,
16:47.8,17,,,,
16:48.2,16,,,,
16:48.3,15,,,,
16:48.5,16,,,,
16:48.6,15,,,,
16:48.7,14,,,,
16:49.3,13,,,,
16:49.4,12,,,,
16:49.7,13,,,,
16:50.0,14,,,,
16:50.8,13,,,,
16:51.4,12,,,,
16:51.6,13,,,,
16:52.5,14,,,,
16:53.1,15,,,,
16:53.2,14,,,,
16:53.2,15,,,,
16:54.0,14,,,,
16:54.9,15,,,,
16:57.0,16,,,,
16:57.3,15,,,,
16:57.6,14,,,,
16:57.6,13,,,,
16:57.7,12,,,,
16:58.2,11,,,,
16:58.8,10,,,,
16:59.4,9,,,,
16:59.5,8,,,,
17:00.3,7,,,,
17:00.4,8,,,,
17:00.5,7,,,,
17:01.0,6,,,,
17:01.5,7,,,,
17:01.6,8,,,,
17:03.0,7,,,,
17:03.0,6,,,,
17:04.5,7,,,,
17:05.2,8,,,,
17:06.2,9,,,,
17:06.5,8,,,,
17:06.9,9,,,,
17:07.3,10,,,,
17:08.0,11,,,,
17:08.6,10,,,,
17:09.3,11,,,,
17:09.5,10,,,,
17:09.5,9,,,,
17:11.0,10,,,,
17:12.0,11,,,,
17:12.3,10,,,,
17:13.3,11,,,,
17:13.7,12,,,,
17:13.9,13,,,,
17:14.2,12,,,,
17:14.2,13,,,,
17:14.5,12,,,,
17:16.3,13,,,,
17:16.9,14,,,,
17:17.3,13,,,,
17:17.5,12,,,,
17:17.5,11,,,,
17:17.7,10,,,,
17:19.0,11,,,,
17:19.3,10,,,,
17:19.6,9,,,,
17:20.5,8,,,,
17:20.7,7,,,,
17:21.3,6,,,,
17:21.7,5,,,,
17:22.1,6,,,,
17:23.2,7,,,,
17:23.7,8,,,,
17:24.5,7,,,,
17:25.2,6,,,,
17:25.3,5,,,,
17:26.4,4,,,,
17:27.9,5,,,,
17:28.3,6,,,,
17:33.1,7,,,,
17:33.3,6,,,,
17:34.1,5,,,,
17:36.2,6,,,,
17:36.4,5,,,,
17:36.7,4,,,,
17:36.7,5,,,,
17:36.9,4,,,,
17:37.5,5,,,,
17:37.9,6,,,,
17:38.0,5,,,,
17:39.0,6,,,,
17:40.1,7,,,,
17:40.3,6,,,,
17:40.7,7,,,,
17:41.0,6,,,,
17:43.9,7,,,,
17:44.5,6,,,,
17:45.6,5,,,,
17:46.0,6,,,,
17:46.8,5,,,,
17:47.1,6,,,,
17:48.0,7,,,,
17:48.3,6,,,,
17:48.8,5,,,,
17:49.1,6,,,,
17:49.4,7,,,,
17:49.6,8,,,,
17:51.0,9,,,,
17:51.8,8,,,,
17:52.3,9,,,,
17:52.8,10,,,,
17:53.1,11,,,,
17:54.4,12,,,,
17:55.2,11,,,,
17:55.8,12,,,,
17:56.1,11,,,,
17:57.0,10,,,,
17:57.1,11,,,,
17:57.8,10,,,,
17:57.9,9,,,,
17:59.3,10,,,,
18:00.1,9,,,,
18:00.8,8,,,,
18:01.8,7,,,,
18:02.8,8,,,,
18:03.6,7,,,,
18:03.9,6,,,,
18:04.0,5,,,,
18:05.3,4,,,,
18:05.6,5,,,,
18:06.2,4,,,,
18:07.0,3,,,,
18:08.3,4,,,,
18:08.4,5,,,,
18:08.6,6,,,,
18:09.3,7,,,,
18:10.4,8,,,,
18:10.8,9,,,,
18:10.8,10,,,,
18:11.0,11,,,,
18:11.5,12,,,,
18:13.3,13,,,,
18:13.5,12,,,,
18:15.3,13,,,,
18:15.6,12,,,,
18:15.8,13,,,,
18:16.0,12,,,,
18:17.1,11,,,,
18:17.8,12,,,,
18:18.3,11,,,,
18:18.6,12,,,,
18:19.3,11,,,,
18:19.6,10,,,,
18:20.0,9,,,,
18:22.4,8,,,,
18:22.7,7,,,,
18:23.4,8,,,,
18:23.7,7,,,,
18:24.3,8,,,,
18:24.9,9,,,,
18:25.5,10,,,,
18:25.5,9,,,,
18:25.8,8,,,,
18:26.2,7,,,,
18:28.1,8,,,,
18:28.1,7,,,,
18:28.3,8,,,,
18:30.7,9,,,,
18:31.3,8,,,,
18:31.3,7,,,,
18:31.7,6,,,,
18:32.5,7,,,,
18:34.7,8,,,,
18:34.7,7,,,,
18:35.2,8,,,,
18:36.3,7,,,,
18:36.9,6,,,,
18:37.1,5,,,,
18:38.5,6,,,,
18:40.5,7,,,,
18:42.1,6,,,,
18:43.1,5,,,,
18:44.3,4,,,,
18:45.6,5,,,,
18:46.7,6,,,,
18:47.1,5,,,,
18:48.5,6,,,,
18:49.7,5,,,,
18:53.3,4,,,,
18:53.8,5,,,,
18:54.6,6,,,,
18:55.0,5,,,,
18:55.1,6,,,,
18:55.3,7,,,,
18:56.8,6,,,,
18:57.0,7,,,,
18:57.6,8,,,,
18:58.2,9,,,,
18:59.3,10,,,,
18:59.6,9,,,,
18:59.8,10,,,,
19:01.3,11,,,,
19:02.0,12,,,,
19:02.0,13,,,,
19:04.1,12,,,,
19:04.2,11,,,,
19:04.8,12,,,,
19:04.8,11,,,,
19:06.1,10,,,,
19:07.5,9,,,,
19:08.2,10,,,,
19:08.6,11,,,,
19:08.6,10,,,,
19:08.8,9,,,,
19:10.2,10,,,,
19:11.0,9,,,,
19:11.3,8,,,,
19:12.8,7,,,,
19:12.9,6,,,,
19:13.0,7,,,,
19:14.4,6,,,,
19:15.3,7,,,,
19:16.0,8,,,,
19:16.0,9,,,,
19:16.3,10,,,,
19:17.5,11,,,,
19:18.2,12,,,,
19:18.4,11,,,,
19:19.5,12,,,,
19:21.1,11,,,,
19:22.1,12,,,,
19:23.5,11,,,,
19:23.8,10,,,,
19:23.9,9,,,,
19:26.3,8,,,,
19:27.0,9,,,,
19:27.0,8,,,,
19:27.3,7,,,,
19:27.4,6,,,,
19:28.1,5,,,,
19:28.3,6,,,,
19:29.4,5,,,,
19:30.8,4,,,,
19:31.0,5,,,,
19:33.1,6,,,,
19:33.3,5,,,,
19:35.7,4,,,,
19:35.8,5,,,,
19:36.8,6,,,,
19:37.6,7,,,,
19:38.8,8,,,,
19:38.8,9,,,,
19:38.9,8,,,,
19:40.8,9,,,,
19:41.1,8,,,,
19:41.3,7,,,,
19:42.8,8,,,,
19:44.5,7,,,,
19:44.6,8,,,,
19:46.0,7,,,,
19:46.1,6,,,,
19:47.6,7,,,,
19:47.8,8,,,,
19:47.9,7,,,,
19:48.3,6,,,,
19:48.5,7,,,,
19:49.6,8,,,,
19:49.9,9,,,,
19:51.7,10,,,,
19:51.9,9,,,,
19:52.4,10,,,,
19:52.9,11,,,,
19:54.0,12,,,,
19:54.3,13,,,,
19:55.3,12,,,,
19:55.6,11,,,,
19:56.5,10,,,,
19:56.5,9,,,,
19:56.6,8,,,,
19:57.4,7,,,,
19:57.9,8,,,,
19:59.1,7,,,,
20:01.1,8,,,,
20:01.3,7,,,,
20:03.4,8,,,,
20:03.9,7,,,,
20:04.4,6,,,,
20:05.4,7,,,,
20:07.0,6,,,,
20:07.9,7,,,,
20:08.1,6,,,,
20:08.4,5,,,,
20:09.0,4,,,,
20:10.3,3,,,,
20:11.2,2,,,,
20:16.2,3,,,,
20:18.2,4,,,,
20:18.4,3,,,,
20:18.7,4,,,,
20:19.0,5,,,,
20:21.9,4,,,,
20:24.6,5,,,,
20:25.7,6,,,,
20:25.7,7,,,,
20:27.4,6,,,,
20:27.4,7,,,,
20:28.2,6,,,,
20:29.7,5,,,,
20:30.5,6,,,,
20:31.4,7,,,,
20:31.7,8,,,,
20:32.2,7,,,,
20:32.3,8,,,,
20:32.9,9,,,,
20:34.4,8,,,,
20:34.6,7,,,,
20:34.7,6,,,,
20:36.0,5,,,,
20:36.5,6,,,,
20:38.3,5,,,,
20:38.6,6,,,,
20:39.4,7,,,,
20:42.3,6,,,,
20:43.2,5,,,,
20:43.2,4,,,,
20:43.4,5,,,,
20:45.0,6,,,,
20:46.3,5,,,,
20:49.2,4,,,,
20:50.7,3,,,,
20:52.1,4,,,,
20:53.4,5,,,,
20:53.6,6,,,,
20:57.8,5,,,,
20:58.8,6,,,,
21:01.4,7,,,,
21:01.5,6,,,,
21:01.7,7,,,,
21:02.1,6,,,,
21:02.4,5,,,,
21:04.1,4,,,,
21:06.8,5,,,,
21:07.4,4,,,,
21:07.6,5,,,,
21:12.6,6,,,,
21:13.4,7,,,,
21:13.5,8,,,,
21:13.8,7,,,,
21:14.6,6,,,,
21:14.9,7,,,,
21:17.1,8,,,,
21:18.5,7,,,,
21:18.6,8,,,,
21:19.4,7,,,,
21:19.6,6,,,,
21:20.0,5,,,,
21:20.6,6,,,,
21:20.6,7,,,,
21:22.9,6,,,,
21:23.4,7,,,,
21:24.6,6,,,,
21:25.9,5,,,,
21:26.1,4,,,,
21:27.6,5,,,,
21:29.0,6,,,,
21:29.5,5,,,,
21:29.5,6,,,,
21:29.9,7,,,,
21:31.2,8,,,,
21:31.5,9,,,,
21:31.6,8,,,,
21:31.8,9,,,,
21:31.9,10,,,,
21:32.6,9,,,,
21:34.1,10,,,,
21:35.2,9,,,,
21:35.7,10,,,,
21:36.8,11,,,,
21:37.5,12,,,,
21:37.5,11,,,,
21:37.9,10,,,,
21:38.6,9,,,,
21:38.7,8,,,,
21:39.6,9,,,,
21:39.8,10,,,,
21:40.0,11,,,,
21:40.8,12,,,,
21:41.2,11,,,,
21:42.7,10,,,,
21:42.8,9,,,,
21:44.6,10,,,,
21:44.7,9,,,,
21:44.8,10,,,,
21:45.6,9,,,,
21:45.8,8,,,,
21:47.3,7,,,,
21:48.9,8,,,,
21:49.1,9,,,,
21:49.2,10,,,,
21:49.7,9,,,,
21:50.4,8,,,,
21:50.6,9,,,,
21:51.8,10,,,,
21:53.5,9,,,,
21:54.0,10,,,,
21:54.6,9,,,,
21:55.1,8,,,,
21:55.2,9,,,,
21:55.6,10,,,,
21:56.7,9,,,,
21:58.3,8,,,,
21:58.7,7,,,,
21:59.1,8,,,,
22:01.2,7,,,,
22:02.1,8,,,,
22:02.5,7,,,,
22:02.9,6,,,,
22:03.4,5,,,,
22:03.7,6,,,,
22:03.8,7,,,,
22:04.4,8,,,,
22:04.8,7,,,,
22:06.2,8,,,,
22:06.4,7,,,,
22:06.7,8,,,,
22:08.2,7,,,,
22:11.0,6,,,,
22:11.7,7,,,,
22:13.4,6,,,,
22:16.0,5,,,,
22:16.1,4,,,,
22:16.1,5,,,,
22:16.5,6,,,,
22:16.9,7,,,,
22:17.4,8,,,,
22:18.2,7,,,,
22:18.5,8,,,,
22:18.8,9,,,,
22:18.8,8,,,,
22:18.8,7,,,,
22:21.7,8,,,,
22:22.2,9,,,,
22:22.9,10,,,,
22:24.1,11,,,,
22:24.3,10,,,,
22:25.1,11,,,,
22:25.2,10,,,,
22:25.8,11,,,,
22:26.2,10,,,,
22:26.7,9,,,,
22:27.9,8,,,,
22:28.0,7,,,,
22:28.5,8,,,,
22:28.6,7,,,,
22:28.8,8,,,,
22:29.6,9,,,,
22:31.1,10,,,,
22:33.5,11,,,,
22:33.8,10,,,,
22:34.3,9,,,,
22:35.0,8,,,,
22:35.6,7,,,,
22:35.9,6,,,,
22:36.0,5,,,,
22:36.6,6,,,,
22:37.2,5,,,,
22:37.2,4,,,,
22:38.2,5,,,,
22:41.0,4,,,,
22:41.1,5,,,,
22:44.8,4,,,,
22:45.2,5,,,,
22:46.0,6,,,,
22:48.2,5,,,,
22:48.8,6,,,,
22:52.0,5,,,,
22:52.2,4,,,,
22:52.2,3,,,,
22:52.3,2,,,,
22:52.5,3,,,,
22:56.2,4,,,,
23:00.3,3,,,,
23:01.6,2,,,,
23:02.0,3,,,,
23:02.5,4,,,,
23:03.5,5,,,,
23:04.7,4,,,,
23:06.1,5,,,,
23:07.3,6,,,,
23:07.4,7,,,,
23:09.7,8,,,,
23:09.8,7,,,,
23:11.0,8,,,,
23:11.1,7,,,,
23:11.6,8,,,,
23:13.2,7,,,,
23:13.5,8,,,,
23:13.7,9,,,,
23:14.1,10,,,,
23:14.5,9,,,,
23:14.5,10,,,,
23:15.5,9,,,,
23:17.4,10,,,,
23:18.8,9,,,,
23:19.3,8,,,,
23:19.5,7,,,,
23:19.7,8,,,,
23:19.7,9,,,,
23:21.5,10,,,,
23:23.2,9,,,,
23:23.7,8,,,,
23:24.1,7,,,,
23:25.5,6,,,,
23:26.7,5,,,,
23:28.5,4,,,,
23:28.7,3,,,,
23:33.5,2,,,,
59:00.0,1,,,,
